,Unnamed: 0,videoId,channelTitle,publishedAt,channelId,title,description,tags,viewCount,likeCount,commentCount,favoriteCount,kind,運動目的,運動目的2
462,799,r8coX5aA4ok,大樹林出版社,2017-09-30T07:45:56Z,UCKy5hW5fOmK-fXN8SI1HZbQ,一天一個動作，告別惱人腰痛，幫助椎間盤凸出自動癒合 ：趴式麥肯基氏運動,"灌溉者9月新書《救救我的腰痛》良心醫師的百年護腰操，讓椎肩盤突出、坐骨神經痛，免開刀也能治癒。

☆韓國三大知名網路書店，醫學類別最暢銷書籍☆
只要知道正確的觀念、原理，做對的運動，其實98％的腰痛，不動手術也能痊癒！

【護腰4階段計畫】
﹝step1﹞用麥肯基氏運動，從崩壞的腰部，恢復到腰椎前凸的正確姿勢。
﹝step2﹞訓練使用體內兩層的天然護腰（附著在腰部四周，守護腰部的兩層肌肉），直到日常生活中不會再疼痛。
﹝step3﹞用麥吉爾式3運動，打造更輕鬆的天然護腰。
﹝step4﹞在結實的天然護腰基石上，打造強健的手臂、腿，減輕腰部的負擔。

【這樣能為腰部帶來哪些好處？】
1.恢復腰椎前凸曲線，治癒腰痛。
2.避免椎間盤繼續受到損傷，防止腰痛復發。
3.強化體內兩層天然護腰肌肉，保護腰部。

只要做對用動，腰痛就有可能完全痊癒！

詳細介紹：
博客來→https://goo.gl/4w7UHf
金石堂→https://goo.gl/p6Uy4U","['腰痛', '健康法']",249696,1728.0,23.0,0,ストレッチ,バランス型2,トレーニング/ダイエット/健康維持/体質改善など様々に対応
463,801,ZYTlwh_FhoU,オガトレ,2020-10-31T11:00:11Z,UC-a9wiNTKiLIRLTyIRdNbMg,【最新版】 肩甲骨が『超』硬い人向け！体がどんどん柔らかくなるストレッチ！【400万回再生超えをリニューアル】,"・正しい知識と結果を手にいれるなら『ピットサロン』（期間限定募集）
https://bit.ly/3JG4qc0

・オガトレ監修『ジーアイ プロテインバー』お試しモニター募集中！
https://u-s-s.jp/select.php?idsh665zmt9wss&urrad=ogp5000001

・無料で楽しく遊べる音ゲーアプリ🔥
https://bit.ly/3xrUoF8

・公式ショップ🛒
https://bit.ly/3dmcu4P

・Amazon公式ストア🛒
https://amzn.to/3XEPPDw

これからも「ご自愛してくださいね」でつながる世界を目指し
さまざまなプロジェクトを企画してまいります。

——————————

◆各チャンネル&SNS📢
フォローお願いします！

・オガトレサブチャンネル
https://www.youtube.com/channel/UCjwe54YXmli4xVOVtU6N1tw

・Instagram
https://www.instagram.com/ogaryu___/

・Twitter
https://twitter.com/ogaryu___

・TikTok
https://www.tiktok.com/@ogatore

・オガトレ公式LINE（無料ストレッチ診断）
https://page.line.me/ybl4444g

・LINEスタンプ
https://store.line.me/stickershop/product/12036362/ja

・Voicy(公式ファンクラブ)
https://voicy.jp/channel/1309

——————————

◆オガトレ書籍📕
・オガトレ式! タオル1本で超・超・超かたい体も柔らかくなる奇跡のストレッチ 
https://amzn.to/3diTvbj

・オガトレの超・超・超かたい体が柔らかくなる30秒ストレッチ
https://amzn.to/3BhHKKh

・お仕事依頼・コラボ・お問い合わせフォーム
https://bit.ly/3eVj56w

——————————

#オガトレ  #ストレッチ  #肩甲骨
楽曲提供：UUUMUSIC  / Prod. by Mr Kimy / 効果音ラボ / epidemicsound

——————————

0:00 トピック
0:08 チェック
0:16 ①僧帽筋上部ストレッチ
1:40 ②肩甲挙筋ストレッチ
3:05 ③僧帽筋中部ストレッチ
4:23 ④頭板状筋ストレッチ
5:48 ⑤広頸筋ストレッチ
7:09 ⑥胸鎖乳突筋ストレッチ
8:35 ⑦Wエクササイズ
10:11 ⑧Tエクササイズ
11:20 ⑨仕上げストレッチ

解説元動画：
肩甲骨『超』硬い人向け！体を柔らかくするストレッチ【10分一緒に画面を観ながら】shoulder stretch 
https://youtu.be/LdnJXMB2kZs

——————————

参考・引用文献
参考文献
1）布川雄二郎ら：脳卒中片麻痺患者における核上性副神経障害について，第40回日本理学療法学術大
会　抄録集，2005
https://www.jstage.jst.go.jp/article/cjpt/2004/0/2004_0_B0290/_pdf/-char/ja
2）中村雅俊ら：僧帽筋上部繊維の効果的なストレッチング肢位の検討，第51回日本理学療法学術大会
　抄録集，2016
https://www.jstage.jst.go.jp/article/cjpt/2015/0/2015_0153/_pdf/-char/ja
3）久保下亮ら：遅発性筋肉痛における筋硬度と筋力の関係，第47回日本理学療法学術大会　抄録集
，2012
https://www.jstage.jst.go.jp/article/cjpt/2011/0/2011_Cb1397/_pdf/-char/ja
4）古谷久美ら：肩こりのある若年成人女性における頸部および上部体幹筋群の筋硬度比の特徴，第28
回東海北陸理学療法学術大会，2012
https://www.jstage.jst.go.jp/article/thpt/28/0/28_147_2/_pdf/-char/ja
※この動画の作成にあたり第三者のファクトチェックをお願いしています。

——————————","['肩甲骨', '肩甲骨はがし', '肩甲骨 柔らかくする方法', '10分', '体が硬い', 'ガチガチ', '足パカ', 'すごいストレッチ', 'ダイエット', 'オガトレ', 'ストレッチ', '画面を見ながら一緒にストレッチ', 'サッカー', '理学療法士', '柔らかくする方法', '上手くなる方法', '良くなる方法', '治す方法', 'stretch', 'youtube', 'soccer', 'training', 'ogatore']",13136980,137286.0,1379.0,0,ストレッチ,バランス型2,トレーニング/ダイエット/健康維持/体質改善など様々に対応
464,802,uyGyPWoUQng,ゆうか（Yuuka Sagawa）,2020-10-31T11:00:30Z,UCISg6B0UZg0zcUN6jkoDLNw,【ダイエット】肩甲骨を動かして代謝アップ！！巻き肩改善にも！,"※2021.1.12
Added English subtitles
英語の字幕を追加しました。

🔥嬉しい効果🔥

・巻き肩/姿勢改善
・二の腕/肩/背中周りがキュっと引き締まる
・代謝アップ‼︎

Thin arm
Thin shoulders
Rolled shoulder improvement
Posture improvement
Please try this↓

https://youtu.be/FkS_fdlYH_Y

https://youtu.be/P6uDFITX3s0

back work out
https://youtu.be/i3XSbiYeZ3g




座って出来るので椅子の上でもOK!!
隙間時間に取り入れて頂けます🔥🥰

是非続けて行ってみてください〜❤️


着用しているグリーンのTOPSはsloli
いつでも20%になるクーポンコードはこちら▶︎yuuka08   お気軽にお使いください✨
jp.sloli.store/



♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡
チャンネル登録どうぞ宜しくお願い致します🙇🏻‍♀️

https://www.youtube.com/channel/UCISg...

☆インスタグラムはこちら☆
Instagram: https://www.instagram.com/yuuka_08

☆Music☆
楽曲：Five-Thirty AM 
　　　Love to Burn
　　　Wrong Team
Production Music by http://www.epidemicsound.com
♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡♡","['ゆうか', '佐川裕香', 'yuuka', '痩せる', 'ダイエット', '全身痩せ', 'トレーニング女性', '宅トレ', 'エクササイズ', 'ワークアウト', '筋トレ痩せる', '有酸素運動', 'フィットネス', '運動', '柔軟', 'ストレッチ', '巻き肩改善', '巻き肩', '上半身痩せ', '上半身トレ', '簡単', '二の腕', 'ストレッチルーティン', '背中トレ', '柔らかい人', 'バレエ', '引き締め', '猫背改善', '猫背', '姿勢改善', '姿勢', '肩甲骨', '肩甲骨はがし']",9971589,186695.0,2219.0,0,ストレッチ,バランス型1,運動不足解消
465,803,4zC3TO8DQms,Marina Takewaki,2020-08-15T11:39:27Z,UCw7HTQv0F4CB9zGRhqosYsg,【しっかり６分】ガチガチの肩こりを解消するしっかりストレッチ！,"◆サブちゃんねる（まりなの日常ちゃんねる）はこちら！https://www.youtube.com/channel/UCaWxkxIcCxVpqH5xSaT33GA

◆英語チャンネルはこちら！
https://www.youtube.com/channel/UC1zigS-QNOvskIwpAuXNMVw
ダンス動画のテロップが英語になっています！
ダーリンが翻訳してくれています！
海外に住んでいる方や、英語の勉強をしたい方は是非こちらもご登録くださいー！

◆マンションOK！自宅トレーニングの再生リストはこちら！
https://www.youtube.com/playlist?list=PLnOi7PssxUMuuy21MWV-6PseDCqQ2GvHc

★Instagram★
https://www.instagram.com/takemari1219/
★Twitter★
https://twitter.com/takemari1219

★ファンレターの宛先★

〒107-6228
東京都港区赤坂9-7-1
ミッドタウン・タワー 28階
UUUM株式会社
Marina Takewaki宛

★お仕事のご依頼はUUUM⬇️⬇️までお願いします★
https://www.uuum.co.jp/inquiry_promotion

★音源提供★
・Epidemic Sound
https://www.epidemicsound.com/
・DOVA-SYNDOROME
https://dova-s.jp/
※動画によっては使用していない場合もあります

＃アラサー健康ちゃんねる　＃マリネス　＃肩こり解消 【免責】
Marina Takewakiチャンネルで紹介されるコンテンツ等の効果、有効性、安全性、正確性は全員に適しているとは限りません。また当チャンネルは、動画視聴、製品、サービスの利用による怪我、体調悪化、その他損害に関して一切の責任を負いません。ご心配な方は医療機関にご相談ください。","['アラサー健康ちゃんねる', 'マリネス']",8406531,72438.0,983.0,0,ストレッチ,ストレッチ・有酸素運動,簡単ダイエット
466,804,WuMZ3Ejnv88,のがちゃんねる/nogachannel,2022-03-08T10:00:15Z,UCP6aw2-Afafmm0cPZ7pmYyQ,ガチガチ背中とがっしり肩幅は肩甲骨が原因だった！簡単なのに1回で姿勢が変わって続けるほど背中が痩せるトレーニング,"チャンネル登録よろしくね🤍

00:00 オープニング
00:10 1.両手を組んで交互に肘を下ろす
00:55 2.肘を寄せて手を伸ばす動き
01:40 3.肘を寄せて手を伸ばす動き(反対)
02:25 4.背中で肘を寄せる
03:10 5.手を後ろで組んで回す
03:55 6.手のひらを返して肩甲骨を寄せる
04:40 肘を持ってストレッチ
04:55 肘を持ってストレッチ(反対)
05:15 両手を組んで八の字に動かす
05:40 深呼吸
05:48 Finish!

🥛オリジナルプロテインLOMY
https://www.amazon.co.jp/stores/page/09074492-FB1A-4877-89E1-8F8FD2FF3CD1?channel=noga_youtube

オンラインスクールのリンクはこちら
🧘‍♀️ヨガ
https://yourschool.jp/service/noga/1

💪ワークアウト
https://yourschool.jp/service/noga/2

📻サブチャンネル：https://www.youtube.com/channel/UCkmv-aOu7RcheKnfqxaCaRQ

・Twitter ： @nogachannel
・Instagram ： @nogachannel
・Spotify：nogachannel

✉️ お仕事の連絡はこちらから
nogachannel.info@gmail.com
※ 個人的なメッセージや質問はお控えください。

// ディレクション・編集
pth
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
🎵  Credits:
Intro, Instrumental, Outro
https://www.epidemicsound.com
https://www.monstercat.com/
https://artlist.io/","['のがちゃんねる', 'のがちゃん', 'ダイエット', '筋トレ', '痩せる', '背中', '猫背改善', '姿勢改善', '朝トレ']",8126186,88832.0,711.0,0,ストレッチ,バランス型1,運動不足解消
467,805,FcLok7lqrJA,腰痛・肩こり駆け込み寺【山内義弘】,2020-12-05T10:15:00Z,UCS2c1gBDV-y26r2tJ3ED5FA,【肩甲骨はがし】瞬間30秒！セルフ整体でバキバキ肩こりがスッキリ,"「腰痛・肩こり駆け込み寺、山内義弘」では整体、治療法を紹介します。
今回は山内流肩甲骨はがし【初級】を伝授します。
あなたは間違った肩甲骨はがしをしていませんか…？

これから痛みの改善・予防していくぞ！という方はチャンネル登録お願いします。
http://www.youtube.com/channel/UCS2c1gBDV-y26r2tJ3ED5FA?sub_confirmation=1

この駆け込み寺では誰でもできる整体テクニックを初級・中級・上級・免許皆伝に分けて伝授します。
あなたの体の痛みを改善できるようサポートしますので、私と一緒に頑張りましょう。


🔥せぼね大学（脊柱管狭窄症専門AKS療法）開校（患者様向け）🔥
ありとあらゆる治療をしても改善しない
　・５分くらい歩くとしゃがみ込みたくなる痛みや痺れ
　・寝返りや起き上がりが困難で普通の日常を脅かす痛み
でお悩みの方へ
たた２５個の簡単な質問にチェックするだけで、
痛みの原因、解決法、いつ治癒するか？
全てを瞬時に判断できる
↓「改善率NO.1無料診断フォーム」をお試しください↓
https://sekichukan.aks-therapy.co.jp/


🔥【セルフ整体グッズ『はがし玉』先行販売スタート】🔥
この度、自分で簡単にコリや痛みを解消できる
セルフ整体グッズ『はがし玉』を販売するプロジェクトを立ち上げました！
↓詳細はこちら↓
https://yamauchi-yoshihiro.com/product/hagashidama/



📕【書籍出版のお知らせ】📕
①「のびちぢみ体操」コリと痛みの駆け込み寺
私がこの本で全国の皆さんに伝えたいこと、
それは、痛みやコリには必ず『原因』があるということです！
身体に不調を感じたら、
まずはこの『のびちぢみ体操』を実践して頂きたいです！
ぜひこれからも皆で健康になっていきましょう！

↓購入はこちら↓
https://www.amazon.co.jp/dp/4048971034
https://www.kadokawa.co.jp/product/322105000836/

②私の2冊目の書籍
『1分でバキバキ肩こりがスッキリ！ 山内流 肩甲骨はがし』が
Amazonにて販売されました！
YouTubeで600万回以上再生されている「山内流肩甲骨はがし」が、
わかりやすい大判ムックに。
効果を実感するのに欠かせない「正しい動作」を誰でも簡単に実践できます。
わずか1分の簡単ストレッチでバキバキ肩こりにオサラバしましょう！

↓購入はこちら↓
https://amzn.asia/d/10Lh4MU



🔥治療家の皆様へ🔥
どこに行っても、どんな治療をしても治らない痛みを改善させる
「AKS療法」で一緒に世界中を健康にしませんか？
詳しくは下記のサイトをご覧ください。
https://academy.aks-therapy.co.jp/


【注意事項】
セルフ整体の効果には個人差があります。
自己責任のもと無理のない範囲で実施しましょう。
また、万一セルフ整体の実施中に過度な痛みや違和感を感じた場合には直ちに中止し、
医療機関に受診してください。



▶︎目次
0:00 オープニング
0:37 改善しないとまずい理由
1:05 セルフ整体
2:07 セルフ整体（後ろ向き）
2:24 肩甲骨が剥がれる理由
3:13 注意点
4:42 最後に 

【山内義弘プロフィール】
大学で電子工学を学んだのち、建築設計事務所に就職する。
総合病院の建築設計を担当した際にリハビリテーションにおける理学療法士の魅力に虜になる。
設計事務所を退社し猛勉強を重ね、理学療法士を取得。治療家の道へ。
その後山梨県のAKA-博田法専門病院で修行。
そのテクニックをさらに進化・改良したAKS療法を開発。
現在はどこへ行っても治らない痛みの「最後の砦」として活動している。
治療家向けセミナー登壇、講演活動、DVD配信。

#整体 #肩甲骨はがし #肩甲骨","['肩甲骨はがし', '肩甲骨', '整体', '治療', '肩甲骨剥がし', '肩甲骨ハガシ', '肩こり改善', '肩甲骨はがし方', '肩甲骨を一人ではがす', '姿勢ストレッチ', '猫背矯正', '姿勢改善', '坐骨神経痛改善', '痛み改善', 'マッサージ', 'セルフ', '一人', '整体 矯正', 'ストレッチ', '肩 ストレッチ', '肩こり ストレッチ', 'AKS療法', 'AKS山内', '山内義弘', '腰痛・肩こり駆け込み寺']",7120308,96552.0,1960.0,0,ストレッチ,バランス型1,運動不足解消
468,806,Upa9pi45ugc,ゆう先生【美容整体塾長】【京都の整体院悠】,2022-10-19T08:30:07Z,UCcVsE4_iMsrRYyDE6tHoWaA,【死ぬほど巻き肩治る】20秒の肩甲骨ストレッチでストレートネック・巻き肩を解消する方法！#shorts,"🌟今、一番聴いてほしい❗️ココロからカラダを健康キレイにするVoicyラジオ🌟
https://r.voicy.jp/DAVjLvQlmX8
⇨フォローしてVoicyプロフィールを見ると『非公開のほうれい線解消動画』『非公開の顔のたるみ解消動画』が受け取れます❗️

◆━━━━━━━━━━━━━━━━━━◆
　　  🏆 5万人以上の方が登録中 🏆
　⬇︎  ゆう先生のセルフ整体塾公式LINE  ⬇︎
◆━━━━━━━━━━━━━━━━━━◆

🏆⬇︎無料LINE登録で有料級特典100個⬇︎🏆
✅腰痛解消動画８本
✅膝の痛み解消動画８本
✅頚椎症・五十肩解消動画１３本
✅首こり解消動画７本
✅ストレートネック解消動画４本
✅手の痺れ解消動画１本
✅骨盤の歪み解消動画４本
✅姿勢改善プログラム１１本
✅自律神経を整える動画７本
✅眼精疲労解消６本
✅顔のたるみ解消動画４本
✅ほうれい線解消動画４本
✅口元のたるみ解消動画２本
✅マリオネットライン解消２本
✅目のたるみ解消５本
https://lin.ee/neXbZqi
【LINE登録後に「50万人プレゼント」とメッセージください】

◆━━━━━━━━━━━━━━━━━━◆

■施術を受けたい人向け■
YouTube視聴者限定！初回無料お試し中！
京都市伏見区の整体院悠
→https://seitaiin-yu-2.com/

■LIVE配信で質問や相談をしたい方向け■
毎月第2土曜日22:00〜23:00でInstagramで質問相談ライブ配信をしています！ぜひフォローして来てください😊
https://www.instagram.com/seitai_yu_kyoto

■治療家向け■

【個人コンサル：ショート動画講座も全て学べる月額1万円の個人コンサルの詳細と無料説明会はこちらから「無料説明会」とお申し込みください】
https://wp.me/PauGuw-3o

【少人数治療技術セミナー：筋膜リリースでは改善できない痛みを改善したい人はいませんか？】
http://xn--6oqytw9stsclzeqvcu0p7wemrn76r2yf78fmz9g.net/

#無料LINE登録で100本のセルフ整体動画をプレゼント中！",,6898873,345819.0,944.0,0,ストレッチ,バランス型1,運動不足解消
469,808,GEtf0djJn28,整体院 文-AYA-文野靖友,2022-01-29T10:00:09Z,UCvAV8AiAdvlRLLJf5AY0lTw,ガチガチの首こりが【一瞬でスッキリ！】これしないと首こり治らない！【瞬間！首コリ解消】,"🏆⬇︎無料公式LINE登録で豪華特典⬇︎ 🏆
✨ 100,000名以上の方が登録中✨
⬇️⬇️⬇️
【整体院 文-AYA-公式LINE】
▶️https://lin.ee/eCDLoHN
⬆︎⬆︎⬆︎
━━━━━━━━━━━
✅症状・お悩み別動画リスト
✅1週間お腹やせメニューをプレゼント！🎁
✅本格派ダイエットプログラムを定期的に無料配信します！
━━━━━━━━━━━
コチラより簡単にご予約が取れます！また腰痛改善・スタイルアップの為のセルフケア情報なども無料配信していきます！
もしくは「@999wlpiz」で友達ID検索してみてください
（@を忘れずに！）

🏆⬇︎無料公式LINE登録で豪華特典⬇︎ 🏆
✨ 100,000名以上の方が登録中✨
⬇️⬇️⬇️
【整体院 文-AYA-公式LINE】
▶️https://lin.ee/eCDLoHN
⬆︎⬆︎⬆︎
━━━━━━━━━━━
✅症状・お悩み別動画リスト
✅1週間お腹やせメニューをプレゼント！🎁
✅本格派ダイエットプログラムを定期的に無料配信します！
━━━━━━━━━━━
コチラより簡単にご予約が取れます！また腰痛改善・スタイルアップの為のセルフケア情報なども無料配信していきます！
もしくは「@999wlpiz」で友達ID検索してみてください
（@を忘れずに！）


➡️【HP】大阪で慢性腰痛・美容整体専門院をお探しなら、岸和田市の整体院 文-AYA-までご相談ください！
→ https://saipon.jp/h/kfv953 

▶️全国各地の文-AYA-式認定セラピスト紹介
◆腰痛改善のプロを紹介◆
https://spn-apr.com/h/aya-therapist/


【治療家・セラピスト向け公式LINE】
✨8,900名以上の治療家が登録中✨
⬇️⬇️⬇️
【治療家育成チューバー公式LINE】
https://lin.ee/uUZE4Ad
⬆︎⬆︎⬆︎
━━━━━━━━━━━
✅改善率98%
✅リピート率97%
✅遠方から飛行機でも来てくれる
✅新規予約1年6ヶ月待ち
腰痛治療テクニック＆治療院経営ノウハウ
を配信します
━━━━━━━━━━━
もしくは「@220pnuck」で友達ID検索してみてください
（@を忘れずに！）
ご視聴いただき、ありがとうございました！

今回のストレッチを繰り返したい方はコチラから
↓
03:32


#無料LINE登録で①症状別動画リスト②お腹やせメニュープレゼント","['首こり', '首こり治す方法', '首のこり', '首こり解消ストレッチ', '肩こり', '首こり ヨガ', '首こり 頭痛', '肩こり 頭痛', '首こり マッサージ やり方', '首こり解消', '首こり マッサージ', '首コリ', '肩コリ', '頭痛 解消', '肩甲骨はがし', '肩こり解消ストレッチ', '肩甲骨はがし 文野', '首こり 文野', '肩こり解消', '肩こり aya', '首こり 即効', '肩こり 即効', '頭痛 即効', '首こり 即効解消', '首こり 僧帽筋', '整体院 文-aya-文野靖友', '整体 文野', '首こり 吐き気', 'ガチガチ首こり', 'ガチガチ肩こり', '頑固な首こり', '頑固な肩こり', '背中痩せ', '二の腕痩せ', 'ダイエット', '文野靖友', '整体師文野', 'けんこうこつはがし方', 'けんこうこつはがし ストレッチ', 'けんこうこつはがし', '今すぐ首こり', 'フィットネス', 'ストレッチ', 'エクササイズ', 'aya式エクササイズ', 'aya式']",5086322,85401.0,815.0,0,ストレッチ,バランス型1,運動不足解消
470,809,Z2_Q6TsoKBg,B-life,2016-10-24T09:17:22Z,UCd0pUnH7i5CM-Y8xRe7cZVg,首こり解消ヨガ　これ一本で肩こりも同時にスッキリ！ #42,"▼ブログ記事はこちら
http://b-life.tokyo/yoga/neck_yoga/

ジムに行きたくても忙しくていけないOLさん、産後の体型崩れが気になる新米ママさん­、歳を重ねても綺麗でいたい人や普段あまり運動をされていない方々・・・。

多くの人が何かやらなくちゃと思っているけど、どうしたらいいか分からず悩んでいます­。

自分の現状を変えようと思っている方に、毎日の生活に少しずつ取り入れていただけるエ­クササイズをご紹介します。

10～20分くらいの空き時間があれば気軽にできます。毎回テーマが異なるので、ご自­身の気になる部位のエクササイズをやってみてください。

その時々によってどういうことを意識してやるのか、どういった効果があるのかという記­事をブログに掲載していきますので、合わせてチェックしてみてください。

BGM
〇　SoundCloud  https://soundcloud.com
https://soundcloud.com/pianoman_weddings/one-direction-steal-my-girl-piano-instrumental-cover
https://soundcloud.com/pianoman_weddings/glen-hansard-falling-slowly
https://soundcloud.com/pianoman_weddings/adele-to-make-you-feel-my-love-piano-instrumental-cover
https://soundcloud.com/pianoman_weddings/wiz-khalifa-see-you-again-piano-instrumental-cover
https://soundcloud.com/pianoman_weddings/ellie-goulding-love-me-like-you-do-piano-instrumental-cover","['ヨガ', 'Yoga', 'バレエ', 'バレトン', 'フィットネス', 'オンラインヨガ', 'おうちヨガ', 'ヨガレッスン', '自宅でヨガ', '家ヨガ', 'ストレッチ', 'ダイエット', 'コアを鍛える', 'B-life', '首こり', '首こり解消', '肩こり', '肩こり解消', 'スマホ首', 'ストレートネック']",4734115,28626.0,516.0,0,ストレッチ,バランス型1,運動不足解消
471,810,r26YFOI7XcU,Marina Takewaki,2020-03-14T07:23:21Z,UCw7HTQv0F4CB9zGRhqosYsg,【３分】二の腕・肩こりに効く簡単タオルダンス！座ったまま楽しく痩せるダンスでダイエット！【自宅で運動不足解消】家で一緒にやってみよう,"タオル１枚でできる簡単トレーニングです！
真夏のジャンボリーパートが一番大事です（テンションは）

肩甲骨が簡単に動き「肩こり解消」「二の腕引き締め」「肩・背中の筋トレ」にもなる
動きです！
暗いニュースが多いですが、今年は自宅で湘南乃風しましょう！

★英語チャンネルを作りました★
https://www.youtube.com/channel/UC1zigS-QNOvskIwpAuXNMVw
ダンス動画のテロップが英語になっています！
海外に住んでいる方や、英語の勉強をしたい方は是非こちらもご登録くださいー！

★自宅でできる楽しいトレーニングの再生リストはこちら★
https://www.youtube.com/playlist?list=PLnOi7PssxUMuuy21MWV-6PseDCqQ2GvHc

★Instagram★
https://www.instagram.com/takemari1219/

★Twitter★
https://twitter.com/takemari1219

★ファンレターの宛先★
〒107-6228
東京都港区赤坂9-7-1
ミッドタウン・タワー 28階
UUUM株式会社
Marina Takewaki宛

★お仕事のご依頼はUUUM⬇️⬇️までお願いします★
https://www.uuum.co.jp/inquiry_promotion

★音源提供★
・Epidemic Sound
https://www.epidemicsound.com/
・DOVA-SYNDOROME
https://dova-s.jp/
※動画によっては使用していない場合もあります

Yesable - Love Will Set Us Free

#家で一緒にやってみよう　＃アラサー健康ちゃんねる　＃ダイエット　＃痩せるダンス　＃二の腕　＃筋トレ 【免責】
Marina Takewakiチャンネルで紹介されるコンテンツ等の効果、有効性、安全性、正確性は全員に適しているとは限りません。また当チャンネルは、動画視聴、製品、サービスの利用による怪我、体調悪化、その他損害に関して一切の責任を負いません。ご心配な方は医療機関にご相談ください。","['アラサー健康ちゃんねる', '家で一緒にやってみよう']",4187726,26430.0,930.0,0,ストレッチ,ストレッチ・有酸素運動,簡単ダイエット
472,811,8rOq_AqiNaw,オガトレ,2020-08-21T11:00:13Z,UC-a9wiNTKiLIRLTyIRdNbMg,【毎日7分】つらい頭痛の原因をしっかり解消するストレッチ【首コリ/眼精疲労/緊張性頭痛】,"✅正しい知識と結果を手にいれるなら『ピットサロン』
https://bit.ly/3JG4qc0

✅オガトレ監修『ジーアイ プロテインバー』お試しモニター募集中！
https://u-s-s.jp/select.php?id=sh665zmt9wss&urrad=ogp5000001

✅無料で楽しく遊べる音ゲーアプリ🔥
https://bit.ly/3xrUoF8

✅公式ショップ🛒
https://bit.ly/3dmcu4P

✅Amazon公式ストア🛒
https://amzn.to/3XEPPDw

これからも「ご自愛してくださいね」でつながる世界を目指し
さまざまなプロジェクトを企画してまいります。

——————————

◆各チャンネル&SNS📢
フォローお願いします！

・オガトレサブチャンネル
https://www.youtube.com/channel/UCjwe54YXmli4xVOVtU6N1tw

・Instagram
https://www.instagram.com/ogaryu___/

・Twitter
https://twitter.com/ogaryu___

・TikTok
https://www.tiktok.com/@ogatore

・オガトレ公式LINE（無料ストレッチ診断）
https://page.line.me/ybl4444g

・LINEスタンプ
https://store.line.me/stickershop/product/12036362/ja

・Voicy(公式ファンクラブ)
https://voicy.jp/channel/1309

——————————

◆オガトレ書籍📕
・オガトレ式! タオル1本で超・超・超かたい体も柔らかくなる奇跡のストレッチ 
https://amzn.to/3diTvbj

・オガトレの超・超・超かたい体が柔らかくなる30秒ストレッチ
https://amzn.to/3BhHKKh

・お仕事依頼・コラボ・お問い合わせフォーム
https://bit.ly/3eVj56w

——————————


0:00 トピック
0:05 ①首ほぐし
0:48 ②首〜後頭部ほぐし
1:27 ③首ストレッチ（僧帽筋中部）
2:18 ④首ストレッチ（肩甲挙筋）
3:42 ⑤頭ストレッチ
4:26 ⑥頭ストレッチ（側頭筋）
5:20 ⑦頭ストレッチ（後頭筋）
6:08 ⑧首エクササイズ
7:12 効果を高めるための解説

#オガトレ #頭痛 #ストレッチ
楽曲提供：UUUMUSIC  / Prod. by Mr Kimy / 効果音ラボ / epidemicsound","['ダイエット', '脚やせ', 'お腹痩せ', '下腹部痩せ', 'ストレッチ', 'オガトレ', '画面を見ながら一緒にストレッチ', '理学療法士', '柔らかくする方法', '股関節', '肩甲骨', '足首', '太もも', '内もも', '背中', '肩こり', '膝痛', 'stretch', 'youtube', 'training', 'ogatore']",3566683,42456.0,447.0,0,ストレッチ,バランス型1,運動不足解消
